iso_region,timestamp_utc,hour_of_day,day_of_week,is_weekend,day_of_year,temp_c,load_mw
PJM,2026-01-16T23:00:00Z,23,4,0,16,6.67,100103.3
PJM,2026-01-17T00:00:00Z,0,5,1,17,4.07,97415.0
PJM,2026-01-17T01:00:00Z,1,5,1,17,7.76,95557.5
PJM,2026-01-17T02:00:00Z,2,5,1,17,4.58,96756.0
PJM,2026-01-17T03:00:00Z,3,5,1,17,3.18,96348.3
PJM,2026-01-17T04:00:00Z,4,5,1,17,0.49,97847.7
PJM,2026-01-17T05:00:00Z,5,5,1,17,1.25,96354.0
PJM,2026-01-17T06:00:00Z,6,5,1,17,0.26,98398.7
PJM,2026-01-17T07:00:00Z,7,5,1,17,2.4,99074.6
PJM,2026-01-17T08:00:00Z,8,5,1,17,-0.68,100214.0
PJM,2026-01-17T09:00:00Z,9,5,1,17,-0.77,100380.8
PJM,2026-01-17T10:00:00Z,10,5,1,17,-2.32,101525.1
PJM,2026-01-17T11:00:00Z,11,5,1,17,-1.42,100549.2
PJM,2026-01-17T12:00:00Z,12,5,1,17,1.1,101441.9
PJM,2026-01-17T13:00:00Z,13,5,1,17,-1.52,102099.4
PJM,2026-01-17T14:00:00Z,14,5,1,17,3.62,101269.7
PJM,2026-01-17T15:00:00Z,15,5,1,17,4.7,99739.0
PJM,2026-01-17T16:00:00Z,16,5,1,17,2.93,99054.2
PJM,2026-01-17T17:00:00Z,17,5,1,17,5.68,98987.3
PJM,2026-01-17T18:00:00Z,18,5,1,17,7.92,98315.2
PJM,2026-01-17T19:00:00Z,19,5,1,17,6.43,96093.0
PJM,2026-01-17T20:00:00Z,20,5,1,17,6.55,96853.4
PJM,2026-01-17T21:00:00Z,21,5,1,17,6.86,95416.7
PJM,2026-01-17T22:00:00Z,22,5,1,17,7.41,94774.8
PJM,2026-01-17T23:00:00Z,23,5,1,17,5.68,95791.4
PJM,2026-01-18T00:00:00Z,0,6,1,18,5.47,95705.0
PJM,2026-01-18T01:00:00Z,1,6,1,18,5.65,94169.8
PJM,2026-01-18T02:00:00Z,2,6,1,18,3.56,97414.7
PJM,2026-01-18T03:00:00Z,3,6,1,18,1.5,94970.3
PJM,2026-01-18T04:00:00Z,4,6,1,18,-0.58,98092.4
PJM,2026-01-18T05:00:00Z,5,6,1,18,1.29,97652.7
PJM,2026-01-18T06:00:00Z,6,6,1,18,2.24,95370.2
PJM,2026-01-18T07:00:00Z,7,6,1,18,0.37,100663.6
PJM,2026-01-18T08:00:00Z,8,6,1,18,-2.31,100422.4
PJM,2026-01-18T09:00:00Z,9,6,1,18,-1.88,100334.5
PJM,2026-01-18T10:00:00Z,10,6,1,18,-1.11,102749.9
PJM,2026-01-18T11:00:00Z,11,6,1,18,2.54,100101.5
PJM,2026-01-18T12:00:00Z,12,6,1,18,3.27,100465.7
PJM,2026-01-18T13:00:00Z,13,6,1,18,3.88,100265.5
PJM,2026-01-18T14:00:00Z,14,6,1,18,2.41,101259.7
PJM,2026-01-18T15:00:00Z,15,6,1,18,8.01,99439.7
PJM,2026-01-18T16:00:00Z,16,6,1,18,3.22,101081.9
PJM,2026-01-18T17:00:00Z,17,6,1,18,4.7,98720.6
PJM,2026-01-18T18:00:00Z,18,6,1,18,7.44,97671.8
PJM,2026-01-18T19:00:00Z,19,6,1,18,7.13,97210.3
PJM,2026-01-18T20:00:00Z,20,6,1,18,7.61,96833.2
PJM,2026-01-18T21:00:00Z,21,6,1,18,4.34,97744.0
PJM,2026-01-18T22:00:00Z,22,6,1,18,5.64,94743.5
PJM,2026-01-18T23:00:00Z,23,6,1,18,6.62,95406.8
PJM,2026-01-19T00:00:00Z,0,0,0,19,5.12,102282.9
PJM,2026-01-19T01:00:00Z,1,0,0,19,3.32,101640.6
PJM,2026-01-19T02:00:00Z,2,0,0,19,3.49,101917.8
PJM,2026-01-19T03:00:00Z,3,0,0,19,3.75,101056.5
PJM,2026-01-19T04:00:00Z,4,0,0,19,3.38,102504.7
PJM,2026-01-19T05:00:00Z,5,0,0,19,-1.51,102854.0
PJM,2026-01-19T06:00:00Z,6,0,0,19,0.48,104252.8
PJM,2026-01-19T07:00:00Z,7,0,0,19,-0.29,105292.4
PJM,2026-01-19T08:00:00Z,8,0,0,19,-0.2,106766.3
PJM,2026-01-19T09:00:00Z,9,0,0,19,-2.34,106129.1
PJM,2026-01-19T10:00:00Z,10,0,0,19,-2.17,107959.7
PJM,2026-01-19T11:00:00Z,11,0,0,19,1.73,106202.8
PJM,2026-01-19T12:00:00Z,12,0,0,19,-3.25,107179.1
PJM,2026-01-19T13:00:00Z,13,0,0,19,0.08,107152.9
PJM,2026-01-19T14:00:00Z,14,0,0,19,1.68,107110.8
PJM,2026-01-19T15:00:00Z,15,0,0,19,2.86,107471.7
PJM,2026-01-19T16:00:00Z,16,0,0,19,3.35,105178.5
PJM,2026-01-19T17:00:00Z,17,0,0,19,6.05,103102.0
PJM,2026-01-19T18:00:00Z,18,0,0,19,6.74,103889.7
PJM,2026-01-19T19:00:00Z,19,0,0,19,6.57,104802.9
PJM,2026-01-19T20:00:00Z,20,0,0,19,6.26,104787.4
PJM,2026-01-19T21:00:00Z,21,0,0,19,6.99,100776.2
PJM,2026-01-19T22:00:00Z,22,0,0,19,7.3,100345.8
PJM,2026-01-19T23:00:00Z,23,0,0,19,5.67,101953.6
PJM,2026-01-20T00:00:00Z,0,1,0,20,7.08,100342.5
PJM,2026-01-20T01:00:00Z,1,1,0,20,6.9,101951.1
PJM,2026-01-20T02:00:00Z,2,1,0,20,6.61,101465.1
PJM,2026-01-20T03:00:00Z,3,1,0,20,5.46,99761.1
PJM,2026-01-20T04:00:00Z,4,1,0,20,1.9,102367.4
PJM,2026-01-20T05:00:00Z,5,1,0,20,1.59,103177.6
PJM,2026-01-20T06:00:00Z,6,1,0,20,0.34,106490.6
PJM,2026-01-20T07:00:00Z,7,1,0,20,-0.3,105902.0
PJM,2026-01-20T08:00:00Z,8,1,0,20,-0.8,106351.0
PJM,2026-01-20T09:00:00Z,9,1,0,20,-0.57,107183.8
PJM,2026-01-20T10:00:00Z,10,1,0,20,1.3,108114.9
PJM,2026-01-20T11:00:00Z,11,1,0,20,0.42,107857.9
PJM,2026-01-20T12:00:00Z,12,1,0,20,-1.14,108096.6
PJM,2026-01-20T13:00:00Z,13,1,0,20,2.83,107646.8
PJM,2026-01-20T14:00:00Z,14,1,0,20,2.7,107714.9
PJM,2026-01-20T15:00:00Z,15,1,0,20,4.15,107309.8
PJM,2026-01-20T16:00:00Z,16,1,0,20,4.89,105261.7
PJM,2026-01-20T17:00:00Z,17,1,0,20,5.92,102010.4
PJM,2026-01-20T18:00:00Z,18,1,0,20,6.82,100482.3
PJM,2026-01-20T19:00:00Z,19,1,0,20,4.29,104773.7
PJM,2026-01-20T20:00:00Z,20,1,0,20,8.0,101251.1
PJM,2026-01-20T21:00:00Z,21,1,0,20,6.35,103720.9
PJM,2026-01-20T22:00:00Z,22,1,0,20,6.55,103966.9
PJM,2026-01-20T23:00:00Z,23,1,0,20,6.88,101688.8
PJM,2026-01-21T00:00:00Z,0,2,0,21,8.76,100603.1
PJM,2026-01-21T01:00:00Z,1,2,0,21,4.0,102031.4
PJM,2026-01-21T02:00:00Z,2,2,0,21,4.49,100654.7
PJM,2026-01-21T03:00:00Z,3,2,0,21,3.12,101915.8
PJM,2026-01-21T04:00:00Z,4,2,0,21,3.86,102665.8
PJM,2026-01-21T05:00:00Z,5,2,0,21,1.08,103998.7
PJM,2026-01-21T06:00:00Z,6,2,0,21,1.01,105216.6
PJM,2026-01-21T07:00:00Z,7,2,0,21,-1.46,105142.5
PJM,2026-01-21T08:00:00Z,8,2,0,21,1.3,105275.3
PJM,2026-01-21T09:00:00Z,9,2,0,21,-2.62,108140.6
PJM,2026-01-21T10:00:00Z,10,2,0,21,0.34,105645.8
PJM,2026-01-21T11:00:00Z,11,2,0,21,0.39,108192.3
PJM,2026-01-21T12:00:00Z,12,2,0,21,1.24,108061.1
PJM,2026-01-21T13:00:00Z,13,2,0,21,-0.6,108625.0
PJM,2026-01-21T14:00:00Z,14,2,0,21,2.02,106857.3
PJM,2026-01-21T15:00:00Z,15,2,0,21,4.81,107508.4
PJM,2026-01-21T16:00:00Z,16,2,0,21,7.23,106140.8
PJM,2026-01-21T17:00:00Z,17,2,0,21,5.34,105533.6
PJM,2026-01-21T18:00:00Z,18,2,0,21,7.48,103994.6
PJM,2026-01-21T19:00:00Z,19,2,0,21,7.17,104220.2
PJM,2026-01-21T20:00:00Z,20,2,0,21,7.28,102118.6
PJM,2026-01-21T21:00:00Z,21,2,0,21,6.88,103001.5
PJM,2026-01-21T22:00:00Z,22,2,0,21,7.37,102031.7
PJM,2026-01-21T23:00:00Z,23,2,0,21,7.97,100712.0
PJM,2026-01-22T00:00:00Z,0,3,0,22,7.56,101477.0
PJM,2026-01-22T01:00:00Z,1,3,0,22,3.75,103786.2
PJM,2026-01-22T02:00:00Z,2,3,0,22,3.88,100791.8
PJM,2026-01-22T03:00:00Z,3,3,0,22,2.03,102248.6
PJM,2026-01-22T04:00:00Z,4,3,0,22,2.64,103017.8
PJM,2026-01-22T05:00:00Z,5,3,0,22,1.09,104867.0
PJM,2026-01-22T06:00:00Z,6,3,0,22,1.28,105012.2
PJM,2026-01-22T07:00:00Z,7,3,0,22,0.75,106061.8
PJM,2026-01-22T08:00:00Z,8,3,0,22,-3.43,107299.9
PJM,2026-01-22T09:00:00Z,9,3,0,22,-3.67,108336.2
PJM,2026-01-22T10:00:00Z,10,3,0,22,-0.27,108507.9
PJM,2026-01-22T11:00:00Z,11,3,0,22,1.91,107287.9
PJM,2026-01-22T12:00:00Z,12,3,0,22,0.02,108568.1
PJM,2026-01-22T13:00:00Z,13,3,0,22,0.81,107957.5
PJM,2026-01-22T14:00:00Z,14,3,0,22,4.04,106199.4
PJM,2026-01-22T15:00:00Z,15,3,0,22,4.81,106931.4
PJM,2026-01-22T16:00:00Z,16,3,0,22,3.2,107531.8
PJM,2026-01-22T17:00:00Z,17,3,0,22,6.65,104982.5
PJM,2026-01-22T18:00:00Z,18,3,0,22,5.28,104082.7
PJM,2026-01-22T19:00:00Z,19,3,0,22,6.26,104482.0
PJM,2026-01-22T20:00:00Z,20,3,0,22,6.03,103885.9
PJM,2026-01-22T21:00:00Z,21,3,0,22,5.73,102824.8
PJM,2026-01-22T22:00:00Z,22,3,0,22,7.63,104118.5
PJM,2026-01-22T23:00:00Z,23,3,0,22,5.0,103781.4
PJM,2026-01-23T00:00:00Z,0,4,0,23,6.75,101999.0
PJM,2026-01-23T01:00:00Z,1,4,0,23,5.87,102212.9
PJM,2026-01-23T02:00:00Z,2,4,0,23,4.5,103693.4
PJM,2026-01-23T03:00:00Z,3,4,0,23,3.01,104104.5
PJM,2026-01-23T04:00:00Z,4,4,0,23,1.69,103763.4
PJM,2026-01-23T05:00:00Z,5,4,0,23,0.08,105275.3
PJM,2026-01-23T06:00:00Z,6,4,0,23,3.03,104154.2
PJM,2026-01-23T07:00:00Z,7,4,0,23,-0.07,104909.1
PJM,2026-01-23T08:00:00Z,8,4,0,23,-0.52,105207.8
PJM,2026-01-23T09:00:00Z,9,4,0,23,-1.68,107940.7
PJM,2026-01-23T10:00:00Z,10,4,0,23,1.81,109574.6
PJM,2026-01-23T11:00:00Z,11,4,0,23,-0.65,109615.8
PJM,2026-01-23T12:00:00Z,12,4,0,23,1.23,107685.0
PJM,2026-01-23T13:00:00Z,13,4,0,23,2.34,107615.9
PJM,2026-01-23T14:00:00Z,14,4,0,23,2.82,106986.2
PJM,2026-01-23T15:00:00Z,15,4,0,23,1.59,106223.3
PJM,2026-01-23T16:00:00Z,16,4,0,23,5.71,105572.9
PJM,2026-01-23T17:00:00Z,17,4,0,23,4.8,105777.3
PJM,2026-01-23T18:00:00Z,18,4,0,23,7.71,104328.3
PJM,2026-01-23T19:00:00Z,19,4,0,23,6.17,105344.6
PJM,2026-01-23T20:00:00Z,20,4,0,23,9.92,102640.9
PJM,2026-01-23T21:00:00Z,21,4,0,23,9.15,103081.5
PJM,2026-01-23T22:00:00Z,22,4,0,23,9.25,101943.0
PJM,2026-01-23T23:00:00Z,23,4,0,23,8.05,101896.2
PJM,2026-01-24T00:00:00Z,0,5,1,24,4.97,97428.5
PJM,2026-01-24T01:00:00Z,1,5,1,24,3.76,96319.2
PJM,2026-01-24T02:00:00Z,2,5,1,24,6.78,96723.1
PJM,2026-01-24T03:00:00Z,3,5,1,24,6.02,96106.2
PJM,2026-01-24T04:00:00Z,4,5,1,24,1.03,98325.2
PJM,2026-01-24T05:00:00Z,5,5,1,24,1.94,98692.3
PJM,2026-01-24T06:00:00Z,6,5,1,24,2.66,98505.4
PJM,2026-01-24T07:00:00Z,7,5,1,24,0.85,99159.4
PJM,2026-01-24T08:00:00Z,8,5,1,24,0.6,100780.0
PJM,2026-01-24T09:00:00Z,9,5,1,24,-1.34,101851.7
PJM,2026-01-24T10:00:00Z,10,5,1,24,-0.35,101949.5
PJM,2026-01-24T11:00:00Z,11,5,1,24,2.98,101258.1
PJM,2026-01-24T12:00:00Z,12,5,1,24,0.59,100557.5
PJM,2026-01-24T13:00:00Z,13,5,1,24,0.45,102506.9
PJM,2026-01-24T14:00:00Z,14,5,1,24,1.72,103584.1
PJM,2026-01-24T15:00:00Z,15,5,1,24,3.54,102654.3
PJM,2026-01-24T16:00:00Z,16,5,1,24,4.92,100651.7
PJM,2026-01-24T17:00:00Z,17,5,1,24,5.66,99927.2
PJM,2026-01-24T18:00:00Z,18,5,1,24,9.2,95870.2
PJM,2026-01-24T19:00:00Z,19,5,1,24,4.25,98874.0
PJM,2026-01-24T20:00:00Z,20,5,1,24,7.67,98162.0
PJM,2026-01-24T21:00:00Z,21,5,1,24,8.5,96265.3
PJM,2026-01-24T22:00:00Z,22,5,1,24,9.18,96845.1
PJM,2026-01-24T23:00:00Z,23,5,1,24,7.53,96996.7
PJM,2026-01-25T00:00:00Z,0,6,1,25,7.13,95589.6
PJM,2026-01-25T01:00:00Z,1,6,1,25,6.94,96149.8
PJM,2026-01-25T02:00:00Z,2,6,1,25,4.93,98207.6
PJM,2026-01-25T03:00:00Z,3,6,1,25,0.21,97403.5
PJM,2026-01-25T04:00:00Z,4,6,1,25,1.07,98369.5
PJM,2026-01-25T05:00:00Z,5,6,1,25,1.51,97529.8
PJM,2026-01-25T06:00:00Z,6,6,1,25,-0.42,99379.8
PJM,2026-01-25T07:00:00Z,7,6,1,25,4.11,100751.3
PJM,2026-01-25T08:00:00Z,8,6,1,25,-0.59,101064.2
PJM,2026-01-25T09:00:00Z,9,6,1,25,-1.84,100631.8
PJM,2026-01-25T10:00:00Z,10,6,1,25,-0.15,101361.0
PJM,2026-01-25T11:00:00Z,11,6,1,25,0.3,101030.7
PJM,2026-01-25T12:00:00Z,12,6,1,25,-0.08,103127.8
PJM,2026-01-25T13:00:00Z,13,6,1,25,2.44,102576.1
PJM,2026-01-25T14:00:00Z,14,6,1,25,0.87,103586.3
PJM,2026-01-25T15:00:00Z,15,6,1,25,2.69,102534.8
PJM,2026-01-25T16:00:00Z,16,6,1,25,4.91,99491.2
PJM,2026-01-25T17:00:00Z,17,6,1,25,5.41,100541.4
PJM,2026-01-25T18:00:00Z,18,6,1,25,7.64,98711.4
PJM,2026-01-25T19:00:00Z,19,6,1,25,9.65,98474.4
PJM,2026-01-25T20:00:00Z,20,6,1,25,7.37,98514.7
PJM,2026-01-25T21:00:00Z,21,6,1,25,10.79,97801.4
PJM,2026-01-25T22:00:00Z,22,6,1,25,5.91,96408.2
PJM,2026-01-25T23:00:00Z,23,6,1,25,9.58,94476.5
PJM,2026-01-26T00:00:00Z,0,0,0,26,4.83,102409.3
PJM,2026-01-26T01:00:00Z,1,0,0,26,6.62,101944.5
PJM,2026-01-26T02:00:00Z,2,0,0,26,4.05,102378.2
PJM,2026-01-26T03:00:00Z,3,0,0,26,2.92,102762.6
PJM,2026-01-26T04:00:00Z,4,0,0,26,6.38,102859.0
PJM,2026-01-26T05:00:00Z,5,0,0,26,3.32,103685.4
PJM,2026-01-26T06:00:00Z,6,0,0,26,0.88,104903.0
PJM,2026-01-26T07:00:00Z,7,0,0,26,-3.45,106481.6
PJM,2026-01-26T08:00:00Z,8,0,0,26,-2.59,105908.5
PJM,2026-01-26T09:00:00Z,9,0,0,26,-1.8,109568.4
PJM,2026-01-26T10:00:00Z,10,0,0,26,0.06,109332.5
PJM,2026-01-26T11:00:00Z,11,0,0,26,1.14,108850.5
PJM,2026-01-26T12:00:00Z,12,0,0,26,-0.19,109402.4
PJM,2026-01-26T13:00:00Z,13,0,0,26,3.08,107263.9
PJM,2026-01-26T14:00:00Z,14,0,0,26,3.79,108079.5
PJM,2026-01-26T15:00:00Z,15,0,0,26,3.17,106562.9
PJM,2026-01-26T16:00:00Z,16,0,0,26,3.25,107388.7
PJM,2026-01-26T17:00:00Z,17,0,0,26,6.48,104913.7
PJM,2026-01-26T18:00:00Z,18,0,0,26,6.86,105560.4
PJM,2026-01-26T19:00:00Z,19,0,0,26,8.38,105351.1
PJM,2026-01-26T20:00:00Z,20,0,0,26,9.77,101815.6
PJM,2026-01-26T21:00:00Z,21,0,0,26,10.52,101416.0
PJM,2026-01-26T22:00:00Z,22,0,0,26,9.42,101896.3
PJM,2026-01-26T23:00:00Z,23,0,0,26,6.84,100684.7
PJM,2026-01-27T00:00:00Z,0,1,0,27,6.67,100870.2
PJM,2026-01-27T01:00:00Z,1,1,0,27,7.55,103307.4
PJM,2026-01-27T02:00:00Z,2,1,0,27,3.93,103525.5
PJM,2026-01-27T03:00:00Z,3,1,0,27,3.01,103145.0
PJM,2026-01-27T04:00:00Z,4,1,0,27,4.22,103535.3
PJM,2026-01-27T05:00:00Z,5,1,0,27,4.7,103342.2
PJM,2026-01-27T06:00:00Z,6,1,0,27,2.76,105134.3
PJM,2026-01-27T07:00:00Z,7,1,0,27,1.82,105537.3
PJM,2026-01-27T08:00:00Z,8,1,0,27,0.16,107068.8
PJM,2026-01-27T09:00:00Z,9,1,0,27,-1.16,108870.4
PJM,2026-01-27T10:00:00Z,10,1,0,27,1.21,108410.9
PJM,2026-01-27T11:00:00Z,11,1,0,27,2.94,108978.6
PJM,2026-01-27T12:00:00Z,12,1,0,27,0.7,109095.7
PJM,2026-01-27T13:00:00Z,13,1,0,27,1.16,108741.3
PJM,2026-01-27T14:00:00Z,14,1,0,27,2.16,109877.9
PJM,2026-01-27T15:00:00Z,15,1,0,27,4.64,107038.4
PJM,2026-01-27T16:00:00Z,16,1,0,27,6.92,104025.6
PJM,2026-01-27T17:00:00Z,17,1,0,27,3.07,107893.6
PJM,2026-01-27T18:00:00Z,18,1,0,27,7.01,105373.5
PJM,2026-01-27T19:00:00Z,19,1,0,27,5.57,105099.7
PJM,2026-01-27T20:00:00Z,20,1,0,27,10.96,103272.2
PJM,2026-01-27T21:00:00Z,21,1,0,27,8.35,102502.7
PJM,2026-01-27T22:00:00Z,22,1,0,27,7.37,100765.9
PJM,2026-01-27T23:00:00Z,23,1,0,27,7.94,102959.9
PJM,2026-01-28T00:00:00Z,0,2,0,28,4.67,102657.7
PJM,2026-01-28T01:00:00Z,1,2,0,28,4.46,102294.6
PJM,2026-01-28T02:00:00Z,2,2,0,28,5.32,100907.8
PJM,2026-01-28T03:00:00Z,3,2,0,28,5.12,103828.7
PJM,2026-01-28T04:00:00Z,4,2,0,28,2.79,101933.9
PJM,2026-01-28T05:00:00Z,5,2,0,28,0.71,106665.3
PJM,2026-01-28T06:00:00Z,6,2,0,28,-2.79,106998.8
PJM,2026-01-28T07:00:00Z,7,2,0,28,-1.03,107986.8
PJM,2026-01-28T08:00:00Z,8,2,0,28,-0.68,108052.9
PJM,2026-01-28T09:00:00Z,9,2,0,28,1.05,109321.1
PJM,2026-01-28T10:00:00Z,10,2,0,28,0.03,108824.7
PJM,2026-01-28T11:00:00Z,11,2,0,28,-1.49,110589.3
PJM,2026-01-28T12:00:00Z,12,2,0,28,0.23,108562.5
PJM,2026-01-28T13:00:00Z,13,2,0,28,2.17,107025.7
PJM,2026-01-28T14:00:00Z,14,2,0,28,3.51,108919.8
PJM,2026-01-28T15:00:00Z,15,2,0,28,4.64,105910.5
PJM,2026-01-28T16:00:00Z,16,2,0,28,5.05,107677.7
PJM,2026-01-28T17:00:00Z,17,2,0,28,3.38,106173.0
PJM,2026-01-28T18:00:00Z,18,2,0,28,8.34,105061.1
PJM,2026-01-28T19:00:00Z,19,2,0,28,8.28,106031.5
PJM,2026-01-28T20:00:00Z,20,2,0,28,8.77,104123.2
PJM,2026-01-28T21:00:00Z,21,2,0,28,12.27,101402.4
PJM,2026-01-28T22:00:00Z,22,2,0,28,6.87,103559.0
PJM,2026-01-28T23:00:00Z,23,2,0,28,8.32,101687.1
PJM,2026-01-29T00:00:00Z,0,3,0,29,5.59,105302.4
PJM,2026-01-29T01:00:00Z,1,3,0,29,6.8,101801.6
PJM,2026-01-29T02:00:00Z,2,3,0,29,6.72,102424.4
PJM,2026-01-29T03:00:00Z,3,3,0,29,3.93,104272.7
PJM,2026-01-29T04:00:00Z,4,3,0,29,1.34,105350.5
PJM,2026-01-29T05:00:00Z,5,3,0,29,5.18,104410.2
PJM,2026-01-29T06:00:00Z,6,3,0,29,0.92,105609.8
PJM,2026-01-29T07:00:00Z,7,3,0,29,0.23,106674.1
PJM,2026-01-29T08:00:00Z,8,3,0,29,-0.12,108501.8
PJM,2026-01-29T09:00:00Z,9,3,0,29,-2.29,109837.4
PJM,2026-01-29T10:00:00Z,10,3,0,29,-0.12,109057.9
PJM,2026-01-29T11:00:00Z,11,3,0,29,-0.84,110648.2
PJM,2026-01-29T12:00:00Z,12,3,0,29,3.35,108995.0
PJM,2026-01-29T13:00:00Z,13,3,0,29,0.04,110280.4
PJM,2026-01-29T14:00:00Z,14,3,0,29,3.88,106507.0
PJM,2026-01-29T15:00:00Z,15,3,0,29,4.27,108078.7
PJM,2026-01-29T16:00:00Z,16,3,0,29,6.18,106885.3
PJM,2026-01-29T17:00:00Z,17,3,0,29,6.75,107489.1
PJM,2026-01-29T18:00:00Z,18,3,0,29,8.98,102013.3
PJM,2026-01-29T19:00:00Z,19,3,0,29,7.3,104656.0
PJM,2026-01-29T20:00:00Z,20,3,0,29,5.55,104985.1
PJM,2026-01-29T21:00:00Z,21,3,0,29,10.18,101538.3
PJM,2026-01-29T22:00:00Z,22,3,0,29,8.68,101767.7
PJM,2026-01-29T23:00:00Z,23,3,0,29,6.77,104355.9
PJM,2026-01-30T00:00:00Z,0,4,0,30,6.44,103397.1
PJM,2026-01-30T01:00:00Z,1,4,0,30,3.61,105648.5
PJM,2026-01-30T02:00:00Z,2,4,0,30,6.36,102662.4
PJM,2026-01-30T03:00:00Z,3,4,0,30,5.28,102056.2
PJM,2026-01-30T04:00:00Z,4,4,0,30,5.16,103426.5
PJM,2026-01-30T05:00:00Z,5,4,0,30,2.11,104836.1
PJM,2026-01-30T06:00:00Z,6,4,0,30,0.72,106997.2
PJM,2026-01-30T07:00:00Z,7,4,0,30,1.34,107284.0
PJM,2026-01-30T08:00:00Z,8,4,0,30,0.54,108037.7
PJM,2026-01-30T09:00:00Z,9,4,0,30,-0.21,110516.8
PJM,2026-01-30T10:00:00Z,10,4,0,30,-1.79,110704.2
PJM,2026-01-30T11:00:00Z,11,4,0,30,3.01,107283.5
PJM,2026-01-30T12:00:00Z,12,4,0,30,4.94,108597.6
PJM,2026-01-30T13:00:00Z,13,4,0,30,3.88,108231.6
PJM,2026-01-30T14:00:00Z,14,4,0,30,3.06,108316.8
PJM,2026-01-30T15:00:00Z,15,4,0,30,5.01,108956.3
PJM,2026-01-30T16:00:00Z,16,4,0,30,5.73,106193.8
PJM,2026-01-30T17:00:00Z,17,4,0,30,7.66,106789.6
PJM,2026-01-30T18:00:00Z,18,4,0,30,8.23,105900.1
PJM,2026-01-30T19:00:00Z,19,4,0,30,7.48,104032.5
PJM,2026-01-30T20:00:00Z,20,4,0,30,6.98,102967.3
PJM,2026-01-30T21:00:00Z,21,4,0,30,8.78,103197.2
PJM,2026-01-30T22:00:00Z,22,4,0,30,7.62,100401.6
PJM,2026-01-30T23:00:00Z,23,4,0,30,6.01,104474.3
PJM,2026-01-31T00:00:00Z,0,5,1,31,6.37,97796.8
PJM,2026-01-31T01:00:00Z,1,5,1,31,4.45,99398.9
PJM,2026-01-31T02:00:00Z,2,5,1,31,5.35,97963.6
PJM,2026-01-31T03:00:00Z,3,5,1,31,8.02,98265.1
PJM,2026-01-31T04:00:00Z,4,5,1,31,3.04,98446.1
PJM,2026-01-31T05:00:00Z,5,5,1,31,2.05,100283.5
PJM,2026-01-31T06:00:00Z,6,5,1,31,1.55,100117.4
PJM,2026-01-31T07:00:00Z,7,5,1,31,3.27,100292.5
PJM,2026-01-31T08:00:00Z,8,5,1,31,4.12,100747.3
PJM,2026-01-31T09:00:00Z,9,5,1,31,3.21,101908.3
PJM,2026-01-31T10:00:00Z,10,5,1,31,2.11,101802.0
PJM,2026-01-31T11:00:00Z,11,5,1,31,-0.21,104222.8
PJM,2026-01-31T12:00:00Z,12,5,1,31,3.19,102824.0
PJM,2026-01-31T13:00:00Z,13,5,1,31,0.6,102626.2
PJM,2026-01-31T14:00:00Z,14,5,1,31,1.36,101952.8
PJM,2026-01-31T15:00:00Z,15,5,1,31,4.7,103280.8
PJM,2026-01-31T16:00:00Z,16,5,1,31,5.55,99449.9
PJM,2026-01-31T17:00:00Z,17,5,1,31,6.25,100765.1
PJM,2026-01-31T18:00:00Z,18,5,1,31,10.51,97412.6
PJM,2026-01-31T19:00:00Z,19,5,1,31,7.41,101030.5
PJM,2026-01-31T20:00:00Z,20,5,1,31,9.07,98731.4
PJM,2026-01-31T21:00:00Z,21,5,1,31,8.71,98086.3
PJM,2026-01-31T22:00:00Z,22,5,1,31,9.56,96173.1
PJM,2026-01-31T23:00:00Z,23,5,1,31,9.32,95320.3
PJM,2026-02-01T00:00:00Z,0,6,1,32,7.97,97182.1
PJM,2026-02-01T01:00:00Z,1,6,1,32,5.73,97693.2
PJM,2026-02-01T02:00:00Z,2,6,1,32,4.75,97066.8
PJM,2026-02-01T03:00:00Z,3,6,1,32,4.12,97427.1
PJM,2026-02-01T04:00:00Z,4,6,1,32,4.1,97682.5
PJM,2026-02-01T05:00:00Z,5,6,1,32,3.72,98209.4
PJM,2026-02-01T06:00:00Z,6,6,1,32,0.97,100286.5
PJM,2026-02-01T07:00:00Z,7,6,1,32,3.17,100919.9
PJM,2026-02-01T08:00:00Z,8,6,1,32,0.47,102690.4
PJM,2026-02-01T09:00:00Z,9,6,1,32,-2.51,103870.7
PJM,2026-02-01T10:00:00Z,10,6,1,32,3.78,102150.5
PJM,2026-02-01T11:00:00Z,11,6,1,32,1.29,103905.5
PJM,2026-02-01T12:00:00Z,12,6,1,32,3.16,101065.2
PJM,2026-02-01T13:00:00Z,13,6,1,32,0.13,104468.0
PJM,2026-02-01T14:00:00Z,14,6,1,32,2.54,104596.6
PJM,2026-02-01T15:00:00Z,15,6,1,32,4.18,100740.3
PJM,2026-02-01T16:00:00Z,16,6,1,32,3.78,99824.3
PJM,2026-02-01T17:00:00Z,17,6,1,32,6.3,100889.6
PJM,2026-02-01T18:00:00Z,18,6,1,32,6.84,101382.6
PJM,2026-02-01T19:00:00Z,19,6,1,32,9.91,98466.4
PJM,2026-02-01T20:00:00Z,20,6,1,32,5.31,100380.1
PJM,2026-02-01T21:00:00Z,21,6,1,32,9.48,97939.6
PJM,2026-02-01T22:00:00Z,22,6,1,32,9.99,95843.4
PJM,2026-02-01T23:00:00Z,23,6,1,32,11.13,95192.8
PJM,2026-02-02T00:00:00Z,0,0,0,33,8.72,100991.0
